Group,Author,uTime,Normal Time,HH:MM:SS,Text,Permalink,Likes
zoommemes,Ahmad Afiq Adam,1593146289,2020-06-26 04:38:09 PDT-0700,04:38:09,thanks covid  losing more clothes by staying home,,244
zoommemes,Ben Freedman,1593146266,2020-06-26 04:37:46 PDT-0700,04:37:46,Okay fellas<comma> post your tinder progress throughout quarantine,,945
zoommemes,Cameron Vega,1593146251,2020-06-26 04:37:31 PDT-0700,04:37:31,Something does not check out ,,8100
zoommemes,Gabriella Cooperman,1593146234,2020-06-26 04:37:14 PDT-0700,04:37:14,so to all the lil indie kids,,220
zoommemes,Najam Ul Assar,1593146197,2020-06-26 04:36:37 PDT-0700,04:36:37,The aCCURACY.,,2700
zoommemes,Lazy Potato,1593145969,2020-06-26 04:32:49 PDT-0700,04:32:49,I emailed my prof to see how he felt about us being back on campus in the fall. This really sent me. Me too man<comma> me too...,,6100
zoommemes,Jeff Liu,1593145813,2020-06-26 04:30:13 PDT-0700,04:30:13,,,4700
zoommemes,Nathan Gendich,1593126633,2020-06-25 23:10:33 PDT-0700,23:10:33,Its 2020. You cant blow dandelions anymore. Let that sink in,,359
zoommemes,Jess Ding,1593108040,2020-06-25 18:00:40 PDT-0700,18:00:40,,,50
zoommemes,Hari Tarlapally,1593108020,2020-06-25 18:00:20 PDT-0700,18:00:20,Thanks for coming to my TED Talk,,3800
zoommemes,Diego Stine,1593108015,2020-06-25 18:00:15 PDT-0700,18:00:15,Save life,,137
zoommemes,Bakhtyar Siddiqui,1593107992,2020-06-25 17:59:52 PDT-0700,17:59:52,other single people me,,1500
zoommemes,Tiffany Hernandez,1593107967,2020-06-25 17:59:27 PDT-0700,17:59:27,,,2500
zoommemes,Grace Mathias,1593107898,2020-06-25 17:58:18 PDT-0700,17:58:18,,,88
zoommemes,Daniel Molina,1593107869,2020-06-25 17:57:49 PDT-0700,17:57:49,it be like that sometimes,,117
zoommemes,Akshay Gupta,1593107856,2020-06-25 17:57:36 PDT-0700,17:57:36,Just two more weeks of coronaclasses this semester,,14
zoommemes,Men's Humor,1593107847,2020-06-25 17:57:27 PDT-0700,17:57:27,,,200
zoommemes,Jennifer Zhuang,1593107829,2020-06-25 17:57:09 PDT-0700,17:57:09,,,624
zoommemes,Vasiliki Platsidakis,1593107824,2020-06-25 17:57:04 PDT-0700,17:57:04,,,1200
zoommemes,Mem3,1593107819,2020-06-25 17:56:59 PDT-0700,17:56:59,Quarantine making my friend so stupid go crazy.  Please send your words of encouragement to liladingding on insta,,10000
zoommemes,Luis Daniel González,1593107808,2020-06-25 17:56:48 PDT-0700,17:56:48,,,4200
zoommemes,Abrar Uddin Chowdhury,1593107793,2020-06-25 17:56:33 PDT-0700,17:56:33,,,20
zoommemes,Alex Weitzman,1593107787,2020-06-25 17:56:27 PDT-0700,17:56:27,,,80
zoommemes,Randy Gagnon,1593107783,2020-06-25 17:56:23 PDT-0700,17:56:23,,,224
zoommemes,The Dirtbag Diaries,1593107772,2020-06-25 17:56:12 PDT-0700,17:56:12,It me.,,245
zoommemes,Jessica Echevarria,1593107767,2020-06-25 17:56:07 PDT-0700,17:56:07,My last brain cell during a zoom tute,,11
zoommemes,Dani Le'Redd Pierre,1593107764,2020-06-25 17:56:04 PDT-0700,17:56:04,This is why college should be free ,,1400
zoommemes,Moneth Enriquez,1593107758,2020-06-25 17:55:58 PDT-0700,17:55:58,Guys New fun iso game Scramble is a remote scavenger hunt game. All you need is a video connection and some random household objects. Run around the house racing your friends and family for objects,,7
zoommemes,Theo US,1593107748,2020-06-25 17:55:48 PDT-0700,17:55:48,If Im not doing things to put off sleep<comma> Im sleeping to put off doing things.,,1100
zoommemes,Nicholas Osborn,1593107529,2020-06-25 17:52:09 PDT-0700,17:52:09,,,1200
zoommemes,Hanna Dobrynski,1593107524,2020-06-25 17:52:04 PDT-0700,17:52:04,Experiencing a whole existential crisis of being ignored by the homies then realizing u been on mute for 20 minutes,,3400
zoommemes,J.P. Guarnieri,1593107514,2020-06-25 17:51:54 PDT-0700,17:51:54,,,184
zoommemes,Josef Hicks,1593107501,2020-06-25 17:51:41 PDT-0700,17:51:41,,,2200
zoommemes,Humour Hub,1593107494,2020-06-25 17:51:34 PDT-0700,17:51:34,what week is it bro,,88
zoommemes,Aqsa Noor,1593107488,2020-06-25 17:51:28 PDT-0700,17:51:28,When Zoom office hours are even more awkward than in person...,,156
zoommemes,PakistaNow,1593107483,2020-06-25 17:51:23 PDT-0700,17:51:23,Stay home and continue flattening the curve ,,3900
zoommemes,Cindy Qiang,1593107476,2020-06-25 17:51:16 PDT-0700,17:51:16,,,125
zoommemes,James Erickson,1593107467,2020-06-25 17:51:07 PDT-0700,17:51:07,,,484
zoommemes,Vanessa Meade,1593107458,2020-06-25 17:50:58 PDT-0700,17:50:58,I realised that I didnt need free time. Im just lazy.,,279
zoommemes,Josef Hicks,1593107452,2020-06-25 17:50:52 PDT-0700,17:50:52,I feel attacked,,366
zoommemes,Great British Memes,1593107443,2020-06-25 17:50:43 PDT-0700,17:50:43,any of you planning on going to quarchella edit bruh deadass this took 2 months to get approved LOL,,324
zoommemes,Candice Branella,1593107422,2020-06-25 17:50:22 PDT-0700,17:50:22,If this AINT me,,100
zoommemes,The naked mole rat,1593107254,2020-06-25 17:47:34 PDT-0700,17:47:34,,,5900
zoommemes,Aqsa Noor,1593107242,2020-06-25 17:47:22 PDT-0700,17:47:22,Time is but a social construct in this lawless land,,785
zoommemes,Lazy Potato,1593107192,2020-06-25 17:46:32 PDT-0700,17:46:32,Wear a mask and wear clothes please,,67
zoommemes,Holly Lawrenson Evans,1593107167,2020-06-25 17:46:07 PDT-0700,17:46:07,,,126
zoommemes,Chrishan Fernando,1593107152,2020-06-25 17:45:52 PDT-0700,17:45:52,,,660
zoommemes,Troi Keiran,1593107045,2020-06-25 17:44:05 PDT-0700,17:44:05,haha anyway anyone want to play maplestory with me after the semester end queer folx especially welcomed.  gamers welcome to chat me up on discord this post was back from two months ago when maplestory was having a double exp event lol i alrd deleted it. sentiment still counts tho,,12
zoommemes,Ali Hamdan,1593107037,2020-06-25 17:43:57 PDT-0700,17:43:57,As a senior<comma> this hits ever harder...,,11000
zoommemes,Melinda Zsori,1593107030,2020-06-25 17:43:50 PDT-0700,17:43:50,For yall ladies in the group who are considering cutting your hair. Become a legend and grow a beard instead.,,453
zoommemes,Anthony Yoon,1593107003,2020-06-25 17:43:23 PDT-0700,17:43:23,Hey everyone<comma> doing a little research and would appreciate your feedback. Hope everyone is staying safe and not too bored stuck at home. On a scale from 110 how difficult has it been transitioning from in person classes to online classes With 1 being easy transition and 10 being bro i cant do online Also would you consider taking a semester off if classes were online the following semester,,19
zoommemes,Andrew Chen,1593106985,2020-06-25 17:43:05 PDT-0700,17:43:05,The current situation of the raccoons in Sixth,,745
zoommemes,Leo Yeung,1593106956,2020-06-25 17:42:36 PDT-0700,17:42:36,no guys fr<comma> i swear this meme has to do with corona,,90
zoommemes,Rayan Albraidi,1593106938,2020-06-25 17:42:18 PDT-0700,17:42:18,,,3500
zoommemes,Gayathri Chaganti,1593106929,2020-06-25 17:42:09 PDT-0700,17:42:09,,,1100
zoommemes,Kelwin Li,1593106928,2020-06-25 17:42:08 PDT-0700,17:42:08,quarantine has greatly enriched piazza content,,376
zoommemes,Mark Garcia,1593106923,2020-06-25 17:42:03 PDT-0700,17:42:03,hey guys were a couple of college students that just got together during quarantine and built this app made for us<comma> college students it video matches you with other students in quarantine at random and is so fun so far. httpsmilkchat.app.link ,,292
zoommemes,Anastasios Bouikidis,1593106909,2020-06-25 17:41:49 PDT-0700,17:41:49,put on a backpack today just to feel something,,7000
zoommemes,Things that are not aesthetic,1593106893,2020-06-25 17:41:33 PDT-0700,17:41:33,costar says its time for quarantine to end,,149
zoommemes,Lisa Chau,1593106885,2020-06-25 17:41:25 PDT-0700,17:41:25,Alone with my thoughts in quarantine got me like this...,,7500
zoommemes,The Thunder Dungeon App,1593106878,2020-06-25 17:41:18 PDT-0700,17:41:18,Ouch.,,3700
zoommemes,Jindi Zhang,1593106859,2020-06-25 17:40:59 PDT-0700,17:40:59,Whoops,,419
zoommemes,Kankshini Pabba,1593106855,2020-06-25 17:40:55 PDT-0700,17:40:55,outstanding move sir,,406
zoommemes,The Coronavirus Page,1593106850,2020-06-25 17:40:50 PDT-0700,17:40:50,Though I am out of college by a couple of years and just here for the quality memes<comma> I wanted to share with you all one of the PEAKS of my academic career,,3600
zoommemes,Kankshini Pabba,1593106815,2020-06-25 17:40:15 PDT-0700,17:40:15,I havent been quarantining right,,226
zoommemes,Viral Memes For Quarantined Teens,1593106810,2020-06-25 17:40:10 PDT-0700,17:40:10,,,6300
zoommemes,Michael Powers,1593106801,2020-06-25 17:40:01 PDT-0700,17:40:01,Professor Do you mind turning on your video Helps me guage the class involvement Students in their pyjamas.... ,,13
zoommemes,Tomi Odukoya,1593106793,2020-06-25 17:39:53 PDT-0700,17:39:53,Because thats what heroes do,,11000
zoommemes,rigatomii,1593106788,2020-06-25 17:39:48 PDT-0700,17:39:48,Facebook team lets add a reaction that people can use during this pandemic to show that they care about whats going on Me uses the care react on photos of cats,,2400
zoommemes,Jose Andres Montoya Cabrera,1593106782,2020-06-25 17:39:42 PDT-0700,17:39:42,Essentials,,5
zoommemes,Zar Pras,1593106770,2020-06-25 17:39:30 PDT-0700,17:39:30,BIG opossum...possum  mood,,443
zoommemes,Raksha Kannan,1593106765,2020-06-25 17:39:25 PDT-0700,17:39:25,Gotta get dressed up for the supermarket,,2600
zoommemes,Jimmi Hopkins,1593106755,2020-06-25 17:39:15 PDT-0700,17:39:15,Where is the lie,,1900
zoommemes,Nick Stanley,1593106743,2020-06-25 17:39:03 PDT-0700,17:39:03,I may not owe my university anything<comma> but Im in 700<comma>000 bells deep with Tom Nook,,48
zoommemes,Alex Yeo,1593106737,2020-06-25 17:38:57 PDT-0700,17:38:57,Students quarantine situation explained in one image,,320
zoommemes,Aaron Yap,1593106731,2020-06-25 17:38:51 PDT-0700,17:38:51,Peak quarantine activity baking an animal crossing cake,,90
zoommemes,Chris Oliver Stone,1593106711,2020-06-25 17:38:31 PDT-0700,17:38:31,,,285
zoommemes,James MacDonald,1593106703,2020-06-25 17:38:23 PDT-0700,17:38:23,,,125
zoommemes,Richard Wang,1593106698,2020-06-25 17:38:18 PDT-0700,17:38:18,,,284
zoommemes,Cristian Ortiz,1593106692,2020-06-25 17:38:12 PDT-0700,17:38:12,When all the kids with a streaming setup get put in the same class,,15
zoommemes,Amelia Angelina,1593106684,2020-06-25 17:38:04 PDT-0700,17:38:04,,,164
zoommemes,Memes,1593106670,2020-06-25 17:37:50 PDT-0700,17:37:50,The Coronnials have begun,,5500
zoommemes,Jay Carmichael,1593106653,2020-06-25 17:37:33 PDT-0700,17:37:33,,,4100
zoommemes,Josh Vignolles,1593106638,2020-06-25 17:37:18 PDT-0700,17:37:18,This sums the year up perfectly,,343
zoommemes,Jesse Uwu,1593106618,2020-06-25 17:36:58 PDT-0700,17:36:58,postquarantine girls after being scarred from staying six feet apart for so long edit whoa i posted this a long time ago .... given how lonely quarantine has been Ill be accepting applications of men of any height now,,1200
zoommemes,Linda Lee,1593106607,2020-06-25 17:36:47 PDT-0700,17:36:47,,,2100
zoommemes,Ezana Lemma,1593106576,2020-06-25 17:36:16 PDT-0700,17:36:16,Big oof for my Jersey people,,87
zoommemes,Advait Arun,1593106570,2020-06-25 17:36:10 PDT-0700,17:36:10,Wonder whats going on back in school...,,129
zoommemes,Andrew Feder,1593106567,2020-06-25 17:36:07 PDT-0700,17:36:07,,,45
zoommemes,Stella Sokolowski,1593106534,2020-06-25 17:35:34 PDT-0700,17:35:34,Finals season has me like,,10000
zoommemes,Lovish Madaan,1593106527,2020-06-25 17:35:27 PDT-0700,17:35:27,Tag your friends  Collab with Lizzie Edwards for our IG meme page FarmToMarketMemes,,12
zoommemes,Rahul Relekar,1593106504,2020-06-25 17:35:04 PDT-0700,17:35:04,,,3400
zoommemes,Kent,1593106498,2020-06-25 17:34:58 PDT-0700,17:34:58,,,6400
zoommemes,Alina Joy,1593106494,2020-06-25 17:34:54 PDT-0700,17:34:54,A big finals mood,,793
zoommemes,Stephanie Lin,1593106482,2020-06-25 17:34:42 PDT-0700,17:34:42,The new way to greet people,,1200
zoommemes,Andrea Torres,1593106477,2020-06-25 17:34:37 PDT-0700,17:34:37,Please tell me there are Star Wars fans on here PS this took like two months to be approved<comma> it was posted on May 4th ,,267
zoommemes,Aditya Joglekar,1593106427,2020-06-25 17:33:47 PDT-0700,17:33:47,sighs ,,142
zoommemes,Abdullah Memon,1593106419,2020-06-25 17:33:39 PDT-0700,17:33:39,F for the fallen soldier,,699
zoommemes,Megan Grace,1593106390,2020-06-25 17:33:10 PDT-0700,17:33:10,,,2200
zoommemes,Jerin Mathew,1593106386,2020-06-25 17:33:06 PDT-0700,17:33:06,,,5100
zoommemes,Micah Wormack,1593106382,2020-06-25 17:33:02 PDT-0700,17:33:02, all the LinkedIn posts about maintaining customer retention during the pandemic,,2900
zoommemes,Daws McCoy,1593106374,2020-06-25 17:32:54 PDT-0700,17:32:54,Zoom University reaccs only,,85
zoommemes,Emily Woodward,1593106346,2020-06-25 17:32:26 PDT-0700,17:32:26,Anyone else gonna submit something like this And yes<comma> class about Beatles do exists,,2
zoommemes,Humans of Tumblr,1593047535,2020-06-25 01:12:15 PDT-0700,01:12:15,Sighs,,16000
zoommemes,Kankshini Pabba,1593047492,2020-06-25 01:11:32 PDT-0700,01:11:32,Come to class for Zoom<comma> stay for Piazza,,1000
zoommemes,The Duck King,1593047485,2020-06-25 01:11:25 PDT-0700,01:11:25,Student debt is terrifying,,199
zoommemes,Sarah Nelson,1593047480,2020-06-25 01:11:20 PDT-0700,01:11:20,Day 127 of quarantine Reconsidering career path,,2700
zoommemes,Amelia Angelina,1593047446,2020-06-25 01:10:46 PDT-0700,01:10:46,Quarantine ,,238
zoommemes,Sarcasm,1593047438,2020-06-25 01:10:38 PDT-0700,01:10:38,ANY PARKS AND REC FANS A FREAKIN PARKS AND REC SPECIAL OMG FOR COVID RELIEF 3,,142
zoommemes,Caroline Lim,1593042995,2020-06-24 23:56:35 PDT-0700,23:56:35,Quarantine... not even once,,230
zoommemes,Rafiya Harun,1593042986,2020-06-24 23:56:26 PDT-0700,23:56:26,When no one else in your zoom lecture wants to answer the question so you raise your hand just to end the awkward silence,,83
zoommemes,Tyler Nguyen,1593042955,2020-06-24 23:55:55 PDT-0700,23:55:55,Quarantine out here making artists... Turning a slice of  into a ,,1700
zoommemes,Anthony Selkowitz,1593042951,2020-06-24 23:55:51 PDT-0700,23:55:51,,,3900
zoommemes,Help I can’t stop throwing the peace sign at people because I’m dead inside,1593042942,2020-06-24 23:55:42 PDT-0700,23:55:42,,,786
zoommemes,Michael Seager,1593042925,2020-06-24 23:55:25 PDT-0700,23:55:25,,,999
zoommemes,Hanna Dobrynski,1593042921,2020-06-24 23:55:21 PDT-0700,23:55:21,When you and your housemates have too much time on your hands in iso... Credits to the OG video,,175
zoommemes,Ernesto Duran,1593042913,2020-06-24 23:55:13 PDT-0700,23:55:13,Thank you Mr. Google,,7300
zoommemes,Luis Daniel González,1593042890,2020-06-24 23:54:50 PDT-0700,23:54:50,,,20000
zoommemes,Josh Witt,1593042863,2020-06-24 23:54:23 PDT-0700,23:54:23,Hey yall  I am creating this video project called to honor the Class of 2020s college experience and share it with the world. I want this project to be super inclusive and feature people from colleges and universties around the world. This post has more information about it httpswww.linkedin.comamaraanigbomycovidgraduationm Please share this with your friends and lets make history ,,17
zoommemes,Justin Burnett,1593042856,2020-06-24 23:54:16 PDT-0700,23:54:16,Hey yall  I am creating this video project called to honor the Class of 2020s college experience and share it with the world. I want this project to be super inclusive and feature people from colleges and universities around the world. This post has more information about it httpswww.linkedin.comamaraanigbomycovidgraduationm Please share this with your friends and lets make history ,,19
zoommemes,Nikita Redkar,1593042835,2020-06-24 23:53:55 PDT-0700,23:53:55,,,73
zoommemes,Kyle Barrett,1593042740,2020-06-24 23:52:20 PDT-0700,23:52:20,My last few brain cells trying to navigate through the end of this quarantine,,25
zoommemes,Brandon Waters,1593042728,2020-06-24 23:52:08 PDT-0700,23:52:08,,,387
zoommemes,Josh Mariscal,1593042707,2020-06-24 23:51:47 PDT-0700,23:51:47,,,2000
zoommemes,Luo Yang,1593023266,2020-06-24 18:27:46 PDT-0700,18:27:46,I think the pandemic ends me first ,,814
zoommemes,Aubree Korte,1593023249,2020-06-24 18:27:29 PDT-0700,18:27:29,,,4800
zoommemes,Eve Many-Flowers,1593023241,2020-06-24 18:27:21 PDT-0700,18:27:21,,,7100
zoommemes,Joaquina Guevara,1593022916,2020-06-24 18:21:56 PDT-0700,18:21:56,,,7000
zoommemes,Kankshini Pabba,1593022825,2020-06-24 18:20:25 PDT-0700,18:20:25,The exam is designed to take about 75 minutes to complete me after 6 hours,,5400
zoommemes,The Educated Moron,1593022795,2020-06-24 18:19:55 PDT-0700,18:19:55,Was your summer internship canceled Looking for a great volunteer opportunity to put on your resume Look no further  join ConnectinPlace CIP is a free online summer camp for middle school and high schoolaged kids<comma> with college students leading 1hour sessions on topics like dance<comma> creative writing<comma> and coding. In addition to offering educational enrichment classes<comma> we are also organizing various support groups. We are currently in the first of two sessions for this p... See More,https://www.facebook.com/groups/zoommemes/permalink/354930028863142/,37
zoommemes,Mohammed Arafat,1593022687,2020-06-24 18:18:07 PDT-0700,18:18:07,,,243
zoommemes,Austin Morgan,1593022506,2020-06-24 18:15:06 PDT-0700,18:15:06,Well I think we all got bingo,,454
zoommemes,Quinn Campagna,1593022469,2020-06-24 18:14:29 PDT-0700,18:14:29,something beyond my wildest dreams...,,2300
zoommemes,Emily Guo,1593022450,2020-06-24 18:14:10 PDT-0700,18:14:10,High school vs College,,934
zoommemes,Maya Dorji Choeki,1593022415,2020-06-24 18:13:35 PDT-0700,18:13:35,,,3000
zoommemes,Judy Le,1593022399,2020-06-24 18:13:19 PDT-0700,18:13:19,,,2400
zoommemes,Prabhmeet Singh,1593022351,2020-06-24 18:12:31 PDT-0700,18:12:31,For some reason we thought we were better than them.,,9700
zoommemes,Raksha Kannan,1593022295,2020-06-24 18:11:35 PDT-0700,18:11:35,Who decided to call it possibility of a second outbreak and not a wave check ,,1100
zoommemes,Raksha Kannan,1593022224,2020-06-24 18:10:24 PDT-0700,18:10:24,,,10000
zoommemes,Raksha Kannan,1593022215,2020-06-24 18:10:15 PDT-0700,18:10:15,,,17000
zoommemes,Flannery Gallagher,1593022147,2020-06-24 18:09:07 PDT-0700,18:09:07,F,,3500
zoommemes,Ben Hsu,1593022140,2020-06-24 18:09:00 PDT-0700,18:09:00,The view when you walk outside after your three hour online exam,,1400
zoommemes,Rachel Wang,1593022128,2020-06-24 18:08:48 PDT-0700,18:08:48,Where my Pokémon fans at<comma> can we get an F in the chat for sinnoh remakes,,712
zoommemes,Shawn Koo,1593022120,2020-06-24 18:08:40 PDT-0700,18:08:40,I made this meme before graduation was cancelled<comma> dont hate me...,,766
zoommemes,Sachin Khambatta,1593022102,2020-06-24 18:08:22 PDT-0700,18:08:22,People who are considering taking a gap yearsemester because of COVID<comma> what are your reasons Immunocompromised<comma> financial considerations<comma> international travel restrictions What are you planning to do on your gap yearsemester,,315
zoommemes,Danny Casale,1593022098,2020-06-24 18:08:18 PDT-0700,18:08:18,,,4100
zoommemes,Gia Huy,1593022065,2020-06-24 18:07:45 PDT-0700,18:07:45,hahahahHAHAHAHAHA....aw ,,580
zoommemes,Madison Titshaw,1593022050,2020-06-24 18:07:30 PDT-0700,18:07:30,,,309
zoommemes,Nia Choi,1593022026,2020-06-24 18:07:06 PDT-0700,18:07:06,Asking for a friend to note I did not make this I got it from another page,,1300
zoommemes,Sarah Wells-Moran,1593022010,2020-06-24 18:06:50 PDT-0700,18:06:50,2020 is gonna get better<comma> i promise July,,64
zoommemes,Marisa Romanelli,1593021999,2020-06-24 18:06:39 PDT-0700,18:06:39,,,3300
zoommemes,Símran Parékh,1593021986,2020-06-24 18:06:26 PDT-0700,18:06:26,They really just said theyre on an internet detox in the middle of an online semester DEAd Edit thats not me yall Thats from a twitter account bintejballer,,6200
zoommemes,Akanksha Singh,1593021891,2020-06-24 18:04:51 PDT-0700,18:04:51,The past few weeks have shown how our society systemically oppresses Black people and resists change even when millions of people demand reform. A major perpetrator of antiBlack racism is our education system. Our public school system chronically fails to provide the full picture of the ramifications of slavery<comma> the oppression of Black Americans and how racism in this country never diedit evolved. ... See More,https://www.facebook.com/groups/zoommemes/permalink/354162908939854/,62
zoommemes,Unofficial: Overly Attached Girlfriend,1593015977,2020-06-24 16:26:17 PDT-0700,16:26:17,Another one...I dont even think the HORNY POLICE could  this,,52
zoommemes,Gean Vincent Almendras,1593015972,2020-06-24 16:26:12 PDT-0700,16:26:12,I thought I was stressed<comma> but this is ungodly,,96
zoommemes,Chris Stearns,1593015965,2020-06-24 16:26:05 PDT-0700,16:26:05,The worst nationwide zoom class of all<comma> facts or lack thereof,,6
zoommemes,Devin Shepard,1593015960,2020-06-24 16:26:00 PDT-0700,16:26:00,This is my mom<comma> a hero to me and subconsciously my everything ,,3500
zoommemes,Sophia Chrysanthos,1593015935,2020-06-24 16:25:35 PDT-0700,16:25:35,Here for a good nights sTROLL,,461
